seed_id,lang,ok,n_problems,problems,error
bbq_a350ecea,hi,True,0,,
bbq_a55a310c,hi,True,0,,
bbq_a565baf2,hi,True,0,,
bbq_a7c0bb1f,hi,True,0,,
bbq_a8c83d06,hi,True,0,,
bbq_a9badfe7,hi,True,0,,
bbq_aa908541,hi,True,0,,
bbq_ababb2ec,hi,False,9,bbq_ababb2ec_a_surface: gold not verbatim; bbq_ababb2ec_b_iso_control: gold not verbatim; bbq_ababb2ec_c_middle_aged: gold not verbatim; bbq_ababb2ec_c_person: gold not verbatim,
bbq_ae5665b8,hi,True,0,,
bbq_abf24e99,hi,True,0,,
bbq_b0d0d8a6,hi,True,0,,
bbq_b2236867,hi,True,0,,
bbq_b2be50e5,hi,True,0,,
bbq_b298d32c,hi,True,0,,
bbq_b2ca1606,hi,True,0,,
bbq_b55da45c,hi,True,0,,
bbq_b5a72b52,hi,True,0,,
bbq_b6c251ec,hi,True,0,,
bbq_b64ef971,hi,True,0,,
bbq_b7575a13,hi,False,4,bbq_b7575a13_b_iso_control: gold not verbatim; bbq_b7575a13_c_overweight: gold not verbatim; bbq_b7575a13_c_person: gold not verbatim; bbq_b7575a13_c_thin: gold not verbatim,
bbq_b7ee1adf,hi,True,0,,
bbq_bac8dd57,hi,True,0,,
bbq_ba61358c,hi,True,0,,
bbq_bc57f4b2,hi,True,0,,
bbq_bb91b774,hi,True,0,,
bbq_bfa03a31,hi,True,0,,
bbq_c136f91a,hi,True,0,,
bbq_c5852dfa,hi,True,0,,
bbq_c1b8a802,hi,True,0,,
bbq_c58deb3d,hi,True,0,,
bbq_c5e7c23a,hi,True,0,,
bbq_c65dffbe,hi,True,0,,
bbq_c756d81d,hi,True,0,,
bbq_c829c21d,hi,True,0,,
bbq_c8dac5a5,hi,True,0,,
bbq_c8317710,hi,True,0,,
bbq_c8eac6dd,hi,True,0,,
bbq_c8610b36,hi,True,0,,
bbq_cad805ce,hi,True,0,,
bbq_caf9cc05,hi,True,0,,
bbq_c9197208,hi,True,0,,
bbq_cd1106d7,hi,True,0,,
bbq_cd414e87,hi,True,0,,
bbq_d02e13d1,hi,True,0,,
bbq_d06f99f9,hi,True,0,,
bbq_d05dad28,hi,False,4,bbq_d05dad28_b_iso_control: gold not verbatim; bbq_d05dad28_c_hindu: gold not verbatim; bbq_d05dad28_c_person: gold not verbatim; bbq_d05dad28_c_sikh: gold not verbatim,
bbq_d0575bc7,hi,True,0,,
bbq_d17653f6,hi,True,0,,
bbq_d2da87a2,hi,True,0,,
bbq_d5eddc69,hi,True,0,,
bbq_d6d00484,hi,True,0,,
bbq_d7f3d93a,hi,True,0,,
bbq_d7a3b572,hi,False,1,bbq_d7a3b572_c_the_person_who_has_autism: swap token not verbatim,
bbq_d7fc8b3a,hi,True,0,,
bbq_d9494b34,hi,True,0,,
bbq_d9251e0a,hi,True,0,,
bbq_daff6e97,hi,True,0,,
bbq_dec8f0f1,hi,True,0,,
bbq_e0c9f3f7,hi,True,0,,
bbq_e14e22f5,hi,False,4,bbq_e14e22f5_b_iso_control: gold not verbatim; bbq_e14e22f5_c_hindu: gold not verbatim; bbq_e14e22f5_c_person: gold not verbatim; bbq_e14e22f5_c_sikh: gold not verbatim,
bbq_e05a66f4,hi,True,0,,
bbq_e30d453e,hi,True,0,,
bbq_e26d0551,hi,False,14,bbq_e26d0551_a_surface: gold not verbatim; bbq_e26d0551_b_iso_control: gold not verbatim; bbq_e26d0551_c_black: gold not verbatim; bbq_e26d0551_c_black: swap token not verbatim,
bbq_e45c2818,hi,True,0,,
bbq_e474cded,hi,True,0,,
bbq_e415f450,hi,False,2,bbq_e415f450_c_the_high_school_junior: swap token not verbatim; bbq_e415f450_c_the_middle_aged_woman: swap token not verbatim,
bbq_e44281d5,hi,True,0,,
bbq_e4db0c2f,hi,True,0,,
bbq_e5d48a82,hi,True,0,,
bbq_e704871c,hi,True,0,,
bbq_e781c9d6,hi,True,0,,
bbq_e85d8f93,hi,True,0,,
bbq_e8e7363c,hi,True,0,,
bbq_e8640172,hi,True,0,,
bbq_ec7f2cfb,hi,False,4,bbq_ec7f2cfb_b_iso_control: gold not verbatim; bbq_ec7f2cfb_c_hindu: gold not verbatim; bbq_ec7f2cfb_c_person: gold not verbatim; bbq_ec7f2cfb_c_sikh: gold not verbatim,
bbq_ef3eb5e2,hi,True,0,,
bbq_ed5db3b0,hi,True,0,,
bbq_ef8f080b,hi,True,0,,
bbq_f1ae4a36,hi,True,0,,
bbq_f2fd55cd,hi,True,0,,
bbq_f07ab016,hi,True,0,,
bbq_f2fedade,hi,True,0,,
bbq_f30d852d,hi,True,0,,
bbq_f3f0d94d,hi,True,0,,
bbq_f49a873d,hi,True,0,,
bbq_f41b7538,hi,True,0,,
bbq_f9f88d37,hi,True,0,,
bbq_f5728bc3,hi,True,0,,
bbq_fc892bbe,hi,True,0,,
bbq_fb0eaa38,hi,True,0,,
bbq_fd8d079f,hi,False,4,bbq_fd8d079f_b_iso_control: gold not verbatim; bbq_fd8d079f_c_hindu: gold not verbatim; bbq_fd8d079f_c_person: gold not verbatim; bbq_fd8d079f_c_sikh: gold not verbatim,
bbq_fdc1cda3,hi,True,0,,
bbq_fe3a6d67,hi,True,0,,
bbq_fef507b4,hi,False,4,bbq_fef507b4_b_iso_control: gold not verbatim; bbq_fef507b4_c_black: gold not verbatim; bbq_fef507b4_c_person: gold not verbatim; bbq_fef507b4_c_white: gold not verbatim,
bbq_013e73bf,bn,True,0,,
bbq_00dd6566,bn,True,0,,
bbq_0594acac,bn,True,0,,
bbq_074508ce,bn,True,0,,
bbq_0b2b4c6e,bn,True,0,,
bbq_07e64293,bn,False,12,bbq_07e64293_a_surface: gold not verbatim; bbq_07e64293_b_iso_control: gold not verbatim; bbq_07e64293_c_person: gold not verbatim; bbq_07e64293_c_the_affluent_students: gold not verbatim,
bbq_0e37ed71,bn,False,1,bbq_0e37ed71_c_the_pensioner: swap token not verbatim,
bbq_08ae073d,bn,True,0,,
bbq_0e10545b,bn,True,0,,
bbq_106de616,bn,True,0,,
bbq_0fb03ad6,bn,True,0,,
bbq_1276ea54,bn,True,0,,
bbq_118dc715,bn,True,0,,
bbq_165c42db,bn,True,0,,
bbq_177ecfda,bn,True,0,,
bbq_16d28504,bn,True,0,,
bbq_16d6bf66,bn,True,0,,
bbq_1946ba6d,bn,True,0,,
bbq_18f81589,bn,True,0,,
bbq_1bc3d48d,bn,False,12,bbq_1bc3d48d_a_surface: gold not verbatim; bbq_1bc3d48d_b_iso_control: gold not verbatim; bbq_1bc3d48d_c_middle_aged: gold not verbatim; bbq_1bc3d48d_c_person: gold not verbatim,
bbq_20e21a2d,bn,True,0,,
bbq_1a3899fa,bn,True,0,,
bbq_1e78b8b0,bn,True,0,,
bbq_25266114,bn,True,0,,
bbq_2672bc50,bn,True,0,,
bbq_26a71438,bn,True,0,,
bbq_25934b81,bn,True,0,,
bbq_26fdea2c,bn,True,0,,
bbq_281ba38c,bn,True,0,,
bbq_28230fd0,bn,True,0,,
bbq_2926d289,bn,True,0,,
bbq_28416d64,bn,True,0,,
bbq_297eae36,bn,True,0,,
bbq_297a1dae,bn,False,12,bbq_297a1dae_a_surface: gold not verbatim; bbq_297a1dae_b_iso_control: gold not verbatim; bbq_297a1dae_c_american: gold not verbatim; bbq_297a1dae_c_chinese: gold not verbatim,
bbq_2a972ee7,bn,True,0,,
bbq_2a505e69,bn,True,0,,
bbq_2b4c8a92,bn,True,0,,
bbq_2c5da17d,bn,True,0,,
bbq_2cd0f9c5,bn,True,0,,
bbq_2b77ab73,bn,True,0,,
bbq_2d729f22,bn,False,1,bbq_2d729f22_c_the_slim_student: swap token not verbatim,
bbq_3206b8de,bn,True,0,,
bbq_30e0d554,bn,True,0,,
bbq_2de440ae,bn,True,0,,
bbq_3239072c,bn,False,12,bbq_3239072c_a_surface: gold not verbatim; bbq_3239072c_b_iso_control: gold not verbatim; bbq_3239072c_c_middle_aged: gold not verbatim; bbq_3239072c_c_person: gold not verbatim,
bbq_323c41db,bn,True,0,,
bbq_32b0f202,bn,True,0,,
bbq_3259c392,bn,False,1,bbq_3259c392_b_iso_control: gold not verbatim,
bbq_33ebf720,bn,True,0,,
bbq_364293a8,bn,True,0,,
bbq_3472f7ae,bn,True,0,,
bbq_347baf4c,bn,True,0,,
bbq_366c97d9,bn,True,0,,
bbq_3b724457,bn,True,0,,
bbq_3938e3f1,bn,True,0,,
bbq_3b79c94b,bn,True,0,,
bbq_3c9b2e5f,bn,True,0,,
bbq_3c495bcc,bn,True,0,,
bbq_3b8753db,bn,True,0,,
bbq_400bb142,bn,True,0,,
bbq_43d6c080,bn,True,0,,
bbq_3f9a4583,bn,True,0,,
bbq_40166a07,bn,True,0,,
bbq_44f4373d,bn,True,0,,
bbq_440c2b80,bn,True,0,,
bbq_45d0f5c0,bn,True,0,,
bbq_44ba2b3b,bn,True,0,,
bbq_46e28cb8,bn,True,0,,
bbq_482c7b86,bn,True,0,,
bbq_468a997e,bn,False,1,bbq_468a997e_c_the_really_thin_person: swap token not verbatim,
bbq_46904ba1,bn,False,1,bbq_46904ba1_c_the_middle_aged_man: swap token not verbatim,
bbq_49c614de,bn,True,0,,
bbq_49a3403f,bn,True,0,,
bbq_4a6c601b,bn,True,0,,
bbq_4b233e5a,bn,True,0,,
bbq_4ca44312,bn,True,0,,
bbq_4da62669,bn,True,0,,
bbq_4f023019,bn,False,11,bbq_4f023019_a_surface: gold not verbatim; bbq_4f023019_b_iso_control: gold not verbatim; bbq_4f023019_c_hindu: gold not verbatim; bbq_4f023019_c_person: gold not verbatim,
bbq_4f0ea203,bn,True,0,,
bbq_50561926,bn,True,0,,
bbq_510f85f0,bn,True,0,,
bbq_5171f9e5,bn,True,0,,
bbq_51de992a,bn,True,0,,
bbq_54652806,bn,True,0,,
bbq_52f21d07,bn,True,0,,
bbq_55464863,bn,True,0,,
bbq_5502ca27,bn,True,0,,
bbq_588ef8b2,bn,True,0,,
bbq_59b9c262,bn,True,0,,
bbq_5ce750fa,bn,True,0,,
bbq_5c9a8328,bn,True,0,,
bbq_5d867cd5,bn,True,0,,
bbq_5e181dc0,bn,False,2,bbq_5e181dc0_c_the_construction_worker: swap token not verbatim; bbq_5e181dc0_c_the_pharmacist: swap token not verbatim,
bbq_5eb54c0c,bn,True,0,,
bbq_60b5b3a4,bn,True,0,,
bbq_5f548c22,bn,True,0,,
bbq_627467df,bn,True,0,,
bbq_63428172,bn,True,0,,
bbq_65dc06c1,bn,True,0,,
bbq_64420416,bn,True,0,,
bbq_6af72176,bn,True,0,,
bbq_6c35c88e,bn,True,0,,
bbq_67c08c53,bn,True,0,,
bbq_6e4aeab0,bn,True,0,,
bbq_6e462afa,bn,True,0,,
bbq_70c2d2cc,bn,True,0,,
bbq_6f81699c,bn,True,0,,
bbq_7243a5e3,bn,True,0,,
bbq_72563be2,bn,True,0,,
bbq_7329a5b4,bn,True,0,,
bbq_74ca54c2,bn,True,0,,
bbq_74b75a0a,bn,True,0,,
bbq_75283f61,bn,True,0,,
bbq_7644da81,bn,True,0,,
bbq_75ebb4a5,bn,True,0,,
bbq_7583e951,bn,True,0,,
bbq_75c79caf,bn,True,0,,
bbq_7a20058a,bn,True,0,,
bbq_77855696,bn,True,0,,
bbq_7ac7961f,bn,True,0,,
bbq_7a4ddfa2,bn,True,0,,
bbq_7dd63ca2,bn,True,0,,
bbq_7c72f233,bn,False,12,bbq_7c72f233_a_surface: gold not verbatim; bbq_7c72f233_b_iso_control: gold not verbatim; bbq_7c72f233_c_gay: gold not verbatim; bbq_7c72f233_c_person: gold not verbatim,
bbq_7effc177,bn,True,0,,
bbq_805bd9be,bn,True,0,,
bbq_81d11181,bn,False,4,bbq_81d11181_b_iso_control: gold not verbatim; bbq_81d11181_c_disabled: gold not verbatim; bbq_81d11181_c_non_disabled: gold not verbatim; bbq_81d11181_c_person: gold not verbatim,
bbq_81adbb45,bn,False,12,bbq_81adbb45_a_surface: gold not verbatim; bbq_81adbb45_b_iso_control: gold not verbatim; bbq_81adbb45_c_middle_aged: gold not verbatim; bbq_81adbb45_c_person: gold not verbatim,
bbq_8131e175,bn,False,1,bbq_8131e175_b_iso_control: gold not verbatim,
bbq_81fe0d7d,bn,True,0,,
bbq_85b8474c,bn,True,0,,
bbq_83080f3c,bn,True,0,,
bbq_83a4cacb,bn,True,0,,
bbq_869d8d85,bn,True,0,,
bbq_89a9ab5a,bn,True,0,,
bbq_89d6e31b,bn,True,0,,
bbq_86e23f62,bn,False,11,bbq_86e23f62_a_surface: gold not verbatim; bbq_86e23f62_b_iso_control: gold not verbatim; bbq_86e23f62_c_black: gold not verbatim; bbq_86e23f62_c_person: gold not verbatim,
bbq_8a954ee0,bn,True,0,,
bbq_8ac29e84,bn,True,0,,
bbq_8ad2df04,bn,True,0,,
bbq_8b37735e,bn,True,0,,
bbq_8af7d035,bn,True,0,,
bbq_8bd98054,bn,True,0,,
bbq_8bf9e07f,bn,True,0,,
bbq_8f3194c2,bn,True,0,,
bbq_90426b60,bn,True,0,,
bbq_9047dfee,bn,True,0,,
bbq_917b5ca0,bn,True,0,,
bbq_922f5e19,bn,True,0,,
bbq_93d0d3c1,bn,True,0,,
bbq_9452d7df,bn,True,0,,
bbq_94775afa,bn,True,0,,
bbq_95c208bb,bn,True,0,,
bbq_97b6260a,bn,True,0,,
bbq_9d412910,bn,True,0,,
bbq_9c0fb8a4,bn,False,4,bbq_9c0fb8a4_b_iso_control: gold not verbatim; bbq_9c0fb8a4_c_hindu: gold not verbatim; bbq_9c0fb8a4_c_person: gold not verbatim; bbq_9c0fb8a4_c_sikh: gold not verbatim,
bbq_9f660a15,bn,True,0,,
bbq_a0ffe577,bn,True,0,,
bbq_a2ca4b53,bn,True,0,,
bbq_a22682b2,bn,True,0,,
bbq_a3371fc8,bn,True,0,,
bbq_a350ecea,bn,True,0,,
bbq_a55a310c,bn,True,0,,
bbq_a565baf2,bn,True,0,,
bbq_a7c0bb1f,bn,True,0,,
bbq_a8c83d06,bn,True,0,,
bbq_a9badfe7,bn,True,0,,
bbq_aa908541,bn,True,0,,
bbq_ababb2ec,bn,True,0,,
bbq_ae5665b8,bn,True,0,,
bbq_abf24e99,bn,False,1,bbq_abf24e99_c_the_young_boy: swap token not verbatim,
bbq_b0d0d8a6,bn,True,0,,
bbq_b2236867,bn,True,0,,
bbq_b2be50e5,bn,True,0,,
bbq_b298d32c,bn,False,12,bbq_b298d32c_a_surface: gold not verbatim; bbq_b298d32c_b_iso_control: gold not verbatim; bbq_b298d32c_c_gay: gold not verbatim; bbq_b298d32c_c_person: gold not verbatim,
bbq_b55da45c,bn,True,0,,
bbq_b2ca1606,bn,True,0,,
bbq_b5a72b52,bn,True,0,,
bbq_b6c251ec,bn,True,0,,
bbq_b64ef971,bn,False,1,bbq_b64ef971_b_iso_control: gold not verbatim,
bbq_b7ee1adf,bn,True,0,,
bbq_b7575a13,bn,True,0,,
bbq_bac8dd57,bn,True,0,,
bbq_ba61358c,bn,True,0,,
bbq_bc57f4b2,bn,True,0,,
bbq_bb91b774,bn,True,0,,
bbq_bfa03a31,bn,True,0,,
bbq_c136f91a,bn,True,0,,
bbq_c1b8a802,bn,False,1,bbq_c1b8a802_b_iso_control: gold not verbatim,
bbq_c5852dfa,bn,True,0,,
bbq_c58deb3d,bn,True,0,,
bbq_c5e7c23a,bn,True,0,,
bbq_c829c21d,bn,True,0,,
bbq_c756d81d,bn,True,0,,
bbq_c65dffbe,bn,True,0,,
bbq_c8317710,bn,True,0,,
bbq_c8dac5a5,bn,True,0,,
bbq_c8eac6dd,bn,True,0,,
bbq_c8610b36,bn,True,0,,
bbq_cad805ce,bn,True,0,,
bbq_caf9cc05,bn,True,0,,
bbq_c9197208,bn,True,0,,
bbq_cd414e87,bn,True,0,,
bbq_cd1106d7,bn,True,0,,
bbq_d02e13d1,bn,True,0,,
bbq_d0575bc7,bn,False,1,bbq_d0575bc7_b_iso_control: gold not verbatim,
bbq_d06f99f9,bn,True,0,,
bbq_d05dad28,bn,False,4,bbq_d05dad28_b_iso_control: gold not verbatim; bbq_d05dad28_c_hindu: gold not verbatim; bbq_d05dad28_c_person: gold not verbatim; bbq_d05dad28_c_sikh: gold not verbatim,
bbq_d17653f6,bn,True,0,,
bbq_d2da87a2,bn,True,0,,
bbq_d5eddc69,bn,True,0,,
bbq_d6d00484,bn,True,0,,
bbq_d7f3d93a,bn,True,0,,
bbq_d7a3b572,bn,False,12,bbq_d7a3b572_a_surface: gold not verbatim; bbq_d7a3b572_b_iso_control: gold not verbatim; bbq_d7a3b572_c_disabled: gold not verbatim; bbq_d7a3b572_c_non_disabled: gold not verbatim,
bbq_d7fc8b3a,bn,True,0,,
bbq_d9494b34,bn,True,0,,
bbq_d9251e0a,bn,False,1,bbq_d9251e0a_b_iso_control: gold not verbatim,
bbq_dec8f0f1,bn,True,0,,
bbq_daff6e97,bn,True,0,,
bbq_e0c9f3f7,bn,True,0,,
bbq_e14e22f5,bn,False,4,bbq_e14e22f5_b_iso_control: gold not verbatim; bbq_e14e22f5_c_hindu: gold not verbatim; bbq_e14e22f5_c_person: gold not verbatim; bbq_e14e22f5_c_sikh: gold not verbatim,
bbq_e05a66f4,bn,True,0,,
bbq_e26d0551,bn,False,12,bbq_e26d0551_a_surface: gold not verbatim; bbq_e26d0551_b_iso_control: gold not verbatim; bbq_e26d0551_c_black: gold not verbatim; bbq_e26d0551_c_person: gold not verbatim,
bbq_e30d453e,bn,True,0,,
bbq_e45c2818,bn,True,0,,
bbq_e474cded,bn,True,0,,
bbq_e44281d5,bn,True,0,,
bbq_e415f450,bn,False,2,bbq_e415f450_c_the_high_school_junior: swap token not verbatim; bbq_e415f450_c_the_middle_aged_woman: swap token not verbatim,
bbq_e4db0c2f,bn,True,0,,
bbq_e5d48a82,bn,True,0,,
bbq_e704871c,bn,True,0,,
bbq_e781c9d6,bn,True,0,,
bbq_e85d8f93,bn,True,0,,
bbq_e8e7363c,bn,True,0,,
bbq_e8640172,bn,True,0,,
bbq_ec7f2cfb,bn,False,4,bbq_ec7f2cfb_b_iso_control: gold not verbatim; bbq_ec7f2cfb_c_hindu: gold not verbatim; bbq_ec7f2cfb_c_person: gold not verbatim; bbq_ec7f2cfb_c_sikh: gold not verbatim,
bbq_ef3eb5e2,bn,True,0,,
bbq_ed5db3b0,bn,True,0,,
bbq_ef8f080b,bn,False,1,bbq_ef8f080b_b_iso_control: gold not verbatim,
bbq_f1ae4a36,bn,True,0,,
bbq_f2fd55cd,bn,True,0,,
bbq_f07ab016,bn,True,0,,
bbq_f2fedade,bn,True,0,,
bbq_f30d852d,bn,True,0,,
bbq_f3f0d94d,bn,True,0,,
bbq_f49a873d,bn,True,0,,
bbq_f41b7538,bn,True,0,,
bbq_f9f88d37,bn,True,0,,
bbq_f5728bc3,bn,True,0,,
bbq_fc892bbe,bn,True,0,,
bbq_fdc1cda3,bn,True,0,,
bbq_fb0eaa38,bn,True,0,,
bbq_fd8d079f,bn,False,4,bbq_fd8d079f_b_iso_control: gold not verbatim; bbq_fd8d079f_c_hindu: gold not verbatim; bbq_fd8d079f_c_person: gold not verbatim; bbq_fd8d079f_c_sikh: gold not verbatim,
bbq_fe3a6d67,bn,True,0,,
bbq_fef507b4,bn,False,4,bbq_fef507b4_b_iso_control: gold not verbatim; bbq_fef507b4_c_black: gold not verbatim; bbq_fef507b4_c_person: gold not verbatim; bbq_fef507b4_c_white: gold not verbatim,
